# build-tree --verbose=1 --max-leaves=2500 --cluster-thresh=-1 exp/tri3/treeacc data/lang/phones/roots.int exp/tri3/questions.qst data/lang/topo exp/tri3/tree 
# Started at Mon Apr 29 12:57:47 AEST 2019
#
build-tree --verbose=1 --max-leaves=2500 --cluster-thresh=-1 exp/tri3/treeacc data/lang/phones/roots.int exp/tri3/questions.qst data/lang/topo exp/tri3/tree 
LOG (build-tree[5.5.294-06484]:main():build-tree.cc:104) Number of separate statistics is 30873
LOG (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:161) BuildTree: before building trees, map has 48 leaves.
LOG (build-tree[5.5.294-06484]:SplitDecisionTree():build-tree-utils.cc:577) DoDecisionTreeSplit: split 2118 times, #leaves now 2166
LOG (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:187) Setting clustering threshold to smallest split 300.013
VLOG[1] (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:196) After decision tree split, num-leaves = 2166, like-impr = 8.41928 per frame over 376168 frames.
VLOG[1] (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:200) Including just phones that were split, improvement is 8.41928 per frame over 376168 frames.
LOG (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:215) BuildTree: removed 565 leaves.
VLOG[1] (build-tree[5.5.294-06484]:ClusterEventMapToNClustersRestrictedByMap():build-tree-utils.cc:914) Number of non-empty clusters in map = 48
VLOG[1] (build-tree[5.5.294-06484]:ClusterEventMapToNClustersRestrictedByMap():build-tree-utils.cc:915) Number of non-empty clusters = 1601
LOG (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:231) BuildTree: Rounded num leaves to multiple of 8 by removing 1 leaves.
VLOG[1] (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:256) Objf change due to clustering -0.321851 per frame.
VLOG[1] (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:259) Normalizing over only split phones, this is: -0.321851 per frame.
VLOG[1] (build-tree[5.5.294-06484]:BuildTree():build-tree.cc:262) Num-leaves is now 1600
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 4, low count 15
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 5, low count 25
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 11, low count 55
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 14, low count 78
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 19, low count 86
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 28, low count 69
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 33, low count 83
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 40, low count 32
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 41, low count 34
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 59, low count 22
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 62, low count 60
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 63, low count 96
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 65, low count 98
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 67, low count 66
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 78, low count 44
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 79, low count 13
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 85, low count 20
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 89, low count 94
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 90, low count 74
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 95, low count 76
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 99, low count 87
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 101, low count 89
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 102, low count 50
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 105, low count 82
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 108, low count 37
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 115, low count 83
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 118, low count 17
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 120, low count 97
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 124, low count 90
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 127, low count 94
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 128, low count 16
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 133, low count 97
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 135, low count 46
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 137, low count 90
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 139, low count 63
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 141, low count 98
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 143, low count 98
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 147, low count 34
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 153, low count 97
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 157, low count 57
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 159, low count 11
VLOG[1] (build-tree[5.5.294-06484]:main():build-tree.cc:143) For pdf-id 164, low count 56
