# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono/38.mdl - |" "ark:gunzip -c exp/mono/fsts.8.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/8/utt2spk scp:data/train/split10/8/cmvn.scp scp:data/train/split10/8/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono/ali.8.gz" 
# Started at Mon Apr 29 16:34:14 AEST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono/38.mdl - |' 'ark:gunzip -c exp/mono/fsts.8.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/8/utt2spk scp:data/train/split10/8/cmvn.scp scp:data/train/split10/8/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono/ali.8.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono/38.mdl - 
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split10/8/utt2spk scp:data/train/split10/8/cmvn.scp scp:data/train/split10/8/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SI1021
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SI1349
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SI2281
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SX121
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SX211
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SX301
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SX31
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMH0_SX391
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SI1113
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SI2057
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SI2100
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SX120
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SX210
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SX30
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SX300
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMS0_SX390
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SI1482
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SI2026
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SI2112
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SX132
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SX222
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SX312
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SX402
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRPC1_SX42
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SI1334
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SI704
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SI952
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SX164
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SX254
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SX344
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SX434
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRRE0_SX74
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SI1429
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SI2059
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SI799
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SX169
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SX196
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SX259
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SX439
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRSP0_SX79
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSAH1_SI1049
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSAH1_SI1679
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSAH1_SI2309
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSAH1_SX149
